,title,title_label,description,description_label
0, 모바일  메인 홍보 모델로    설현  선정,0,한편   설현 은 최근     바이러스를 다룬     시리즈   세계적 유행 에서 다큐멘터리 내레이션에 처음 도전해 호평을 받았으며   의 새 드라마  낮과 밤  출연을 검토중이다  게임과 이벤트에 대한  ,1
1,김병민  기본소득도 필요하면 논의 테이블에 올려야   인터뷰 ,0,변화의 핵심 중에서는 우리 사회가 신종    바이러스 감염증   의 위기를 마주하고 있다  언제 끝이날 지 또 앞으로 어떠한 미래가 펼치질 지 모른다  국가가 나서서 국민의 어려움을 해결해 줘야 한다  저희  ,1
2, 년만 첫  불허 에도 홍콩  톈안문 추모 촛불,1,경찰은     감염이 우려된다며  명 이상을 모이는 집회를 봉쇄해왔고 지난 홍콩 국가보안법 시위 때도  하지만 홍콩 경찰은     확산을 막는다며 올해는 이를 불허했다  이런 상황은  년 만에 처음이다  주최  ,1
3,경산시 농산물 드라이브 스루 특별할인 판매행사 개최,0,이번 행사는     확대 장기화로 인해 지역소비 판로에 어려움을 겪고 있는 농가 돕기 등 소비촉진을 위해 마련됐다  행사에는 계란 구  연근  햇감자  새송이  방울토마토  깻잎  햇양파  오이고추 등  개 품목의  ,1
4,당신이 아는 미술  시장이 아는 미술   한국 현대 미술 시장을 이끄는 작가,0,최근 갤러리 현대 창업  주년 기념전에 이 작품이 전시되자    의 영향에도 마스크를 착용한 관람객의  미술계 트렌드 그리고 한국 미술 시장 글 정태희 서울옥션 스페셜리스트 세계 경기 침체와     여파로  ,1
5,  상반기 신입 및 경력직 공채 시행,0,    감안해  차 면접  비대면 역량검사  도입 국내 최대 치킨 프랜차이즈인 제너시스 비비큐 회장    채용관계자는  는 한국을 대표하는 책임감 있는 브랜드로서    로 침체된 채용 분위기  ,1
6,미소짓는 의료진,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다   뉴스 ,1
7,휴넷  리더십 게임러닝 프로그램  아르고  출시,0,플립러닝은 온라인 학습 후 교실에서 토론 및 심화학습을 거쳐  거꾸로 교실 이라고도 불리며  포스트     시대 교육 방식으로 주목받고 있다  아르고 리더십 편은 다양한 상황에 따라 게임을 통해 리더십 유형을  ,1
8,광주 서구 양동  민 관 협력으로 주거환경 개선,1,특히 오래된 도배 장판 및 침대  장롱 등 가구 교체와 함께     예방을 위한 방역도 진행하는 등 쾌적한 주거환경 조성에 힘썼다  변미자 양동 동장은  어려운 이웃을 위해 봉사에 나서준 이들에게 감사하다 며  ,1
9,손흥민의 고백   주간의 군사훈련  힘들지만 즐겼다 ,1,    사태가 터진 가운데 병영생활을 한 손흥민의 경험은 영국에서 화제다  손흥민은  첫 날은 서로 잘 몰라서 서먹했지만 금방 친해졌다   명이서 한 방을 썼더니 정말 친해졌다  서로 돕고 호흡이 좋았다 고  ,1
10,   카타르  선 수주  문 대통령 경제외교 결실 ,1,청와대는  일  해외에서 낭보가 이어지고 있다 며  문재인 대통령이 포스트     시대 경제위기  이어  정상회담을 통해 양국 간 협력을 에너지 외에 의료    등으로 확장했고  최근 카타르에       관련  ,1
11, 유통 나누기 세상 더하기  세븐일레븐  유치원 통학차량에 공기청정기 설치 ,1,맥도날드는    로 방역 작업에 힘쓰고 있는 대구 지하철 청소 근로자에게 빅맥과 커피를 증정했다  패션업계도 나눔 활동에 동참한다  코오롱인더스트리 임직원들은 성과 포상금 중  만원을    로 어려움을  ,1
12, 함양군 브리핑  명품 함양양파 특판  서울서 인기몰이 등,1,  명품 함양양파 특판전 모습   사진제공 함양군    함양군   일 롯데마트 서울역점 양파소비촉진 판촉행사     로 지친 농심 위로 함양군이     장기화에 따라 소비 위축 등 판매에 어려움을 겪고 있는  ,1
13, 이십세기  민아  룰라 때문에 다른 가수들 앨범 일정 미뤄 ,0,지난 주 방송된      이십세기 힛트송   회에서는  노래방 대리만족 방구석에서 즐기는 힛 트쏭  을 주제로     로 노래방 대신 집에서 흥을 폭발시켜줄 수 있는 과거 힛트송으로 시청자들의 무료함을 달랬다  ,1
14, 유플러스   분기 개인용   글라스  출시,0, 유플러스는    로 인한 언택트 시대에 맞춰  일 엔리얼과 올쇼 를 통해   글라스 온라인 애플리케이션 앱  개발 세미나를 개최한다    글라스를 활용  다양한   앱을 개발할 수 있는   생태계를 만들기  ,1
15,울릉군 신청사 건립 본격 착수   입지선정위원회  개최,0,김병수 울릉군수는  가용부지가 절대부족한 우리 울릉군 특성상 신청사 부지 선정은 우리 군 발전의 미래  년 대계를 결정할 매우 중요한 사안이다 며     등으로 다소 지연됐지만 울릉군 행정력과  ,1
16,   선  척 수주   방역 신뢰 결과물 ,0,청와대가  일 카타르  액화천연가스  운반선 수주를 지목해     사태 극복 과정에서 쌓인  방역에  특히 최근 카타르에     관련 진단장비 공급과  방역 경험 공유 등 양국 간 협력의 범위를 확대했다 고  ,1
17,성빈센트병원  혈액난 극복 위한 교직원 헌혈 행사 개최,1,이날 행사는     장기화에 따라 헌혈이 감소해 혈액 수급에 어려움이 지속됨에 따라 혈액 재고량 안정화 및 수혈이 필요한 환우들에게 힘을 보태기 위해 갖게 됐다  행사는 대한적십자사 경기혈액원에서 헌혈차량을  ,1
18,    의료진  공연보며 힘내세요 ,0, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들이 가수 수안의 공연을 보고 있다   뉴스 ,1
19,성남 판교동 건물 근무  대 남성  일     확진,0,경기 성남시 판교동의 한 건물에서 근무 중인  대 남성  씨가  일     양성 판정을 받았다  이 건물에는 학원이 있어 원생  명과 직원  명에 대해 시는 전수조사를 실시하기로 했다  이어 학원과 편의점  ,1
20,경기도  유흥업소도 최고  만원 지역화폐로 지원,1,경기도가 신종    바이러스감염증    사태의 장기화로 어려움을 겪는 취약노동자와 영세사업자에 대한 긴급 지원에 나섰다  택배기사 등 취약노동자에게는  인당  만원씩 소득손실 보상금을  집합금지  ,1
21,  콘텐츠마켓     온라인 개최 내달  일부터 한 달간,0,올해  는    에 따른 대면접촉이 어려운 상황 속에서 국내 콘텐츠 산업군의 활로모색을  추진하여      로 침체된 콘텐츠 산업 발전에 동력을 부여하고자 한다 라며     에 참여하는 국내외  ,1
22,전북도  농산시책평가 전국 위 시상금  천만원 전액 기부,0,송하진 도지사는     등 지역사회를 위해 공무원들이 앞장서서 착한 기부 릴레이를 하고 있다 며 특히  천년 전북의 미래 발전을 책임질 지역인재 양성을 위해 깊은 관심을 가지고 장학사업에 동참하는 것은  ,1
23,정읍시  시청 종합민원실 방문 시 마스크 의무 착용  강화 ,0,최근 이태원 클럽발과 부천 쿠팡물류센터 등     집단감염 사태가 발생한 만큼 다중 밀집 공간 감염을  의회관 출입문에 설치된 열화상카메라도 지속 운영해     유입 차단에 총력을 다한다는 방침이다  시  ,1
24,중기중앙회 신세계백화점  중소기업 소상공인 특별전,1,   로 어려움을 겪는 중소기업과 소상공인의 판로개척에 도움을 줄 것으로 중기중앙회는 기대했다  추문갑 중기중앙회 경제정책본부장은  백화점 입점이 어려운 중소기업 소상공인에게 이번 특별전은 새로운  ,1
25,김포시  국내 최초 버스 스마트 발열체크기 도입,0,정하영 시장은  장기화 되고 있는    로부터 우리 스스로를 지키기 위해서는 생활 속 방역이 일상화 돼야 한다 며  이번 발열체크기 도입으로 시민들께서 더욱 안심하고 대중교통을 이용하실 수 있을 것 같다 고  ,1
26,평택시 새마을지도자 통복동협의회   년 방역발대식 개최,1,표광오 통복동장     확산의 위협이 사라지지 않은 상황에서 방역대원 모두 시민의 건강지킴이라는 자부심을 가지고 민 관이 굳건한 방역 협력체계를 구축하며 감염병 없는 건강한 통복동이 될 수 있도록 적극  ,1
27,적십자봉사회 호평지회  서로버팀목 후원금  만원 기탁,0,통해    로 갑작스런 어려움에 처한 취약계층을 위한 후원금  만원을 동부희망케어센터에 지정  김복순 적십자봉사회 호평지회장은  얼마 안 되는 금액이지만 회원들의 정성을 모았다 며   로 많은  ,1
28,평택시 안중읍 행정복지센터   힘내세요 사장님 소상공인 응원 캠페인 참여,1,이날 안중읍장과 주민참예예산 지역협의회는  찾아가는 읍면동 주민참여예산학교  교육 참석 후    로 어려움을 겪고 있는 소상공인에게 작은 힘을 보태기 위해 행정복지센터 근처 상가 지역을 찾아 점심 식사를  ,1
29,서산시  외국전문음식점 아시안마트 특별단속,0,또한 원산지 표시 리플릿 및 원산지 표시판 배부와 식중독 예방수칙 및     예방 홍보활동도 병행할 예정이다  최교상 감사담당관은  이번 단속을 통해 양심이 사라진 행위와 원산지 및 식품위해 사고 예방에 최선을  ,1
30,화천군 보건의료원 음압 구급차량 구입,0,업코리아      화천군 보건의료원 음압 구급차량 구입  업코리아  화천군 보건의료원이 신속한     대응을 위해 음압 구급차량을 구입했다  화천군은     확진자 발생 시 신속히 이송할 수 있는 음압  ,1
31,만성질환자     예방 대응에 총력,0,업코리아      남원시청  업코리아  남원시보건소는    의 지역 확산에 따른 주민들의 불안감을  제공하고     대응을 위한 감염병 예방 생활수칙을 교육해 개인별 맞춤 건강관리를 제공했다  특히  ,1
32,계룡시  여름철  폭염대응  종합대책 추진,0,특히 이번 폭염대응은     감염 예방 및 확산 방지를 위해 많은 사람이 모이거나 접촉가능성이 높은  행동요령과     감염예방을 위한 냉방기기 사용법 등을 홍보해 주민 건강과 안전 제고에 집중할 예정이다 ,1
33,중기중앙회  신세계백화점서  중소기업 소상공인 특별전  개최,0,특별전은 신종    바이러스 감염증   로 어려움을 겪고 있는 중소기업과 소상공인의 판로개척을 위해 기획됐다  이 행사는 지난  월 신세계백화점 본점에서 처음 개최한 이후 의정부 대구 광주 부산 등  ,1
34,무주군  공공산림가꾸기  두 마리 토끼  잡아,0,사업추진에 앞서 지난  월 산림바이오매스 수집단  명을 선발 완료하고 참여자를 대상으로     관련  산림녹지과 이상일 산림조성 팀장은    로 침체되어 있는 상황에서 이번 사업을 통해 사회적  ,1
35, 하이닉스  작년  사회적 가치  실적 부진 환경영향 최소화 노력 ,1,   와 같은 국가적 전염병 이슈나 자연재해에 대비하여 국민들의 안전과 생존을 지원하는 사회적 안전망도 지속 개발해 나간다는 계획이다  한편  하이닉스는 지난해 지역사회  고객  협력사  주주를 대상으로  ,1
36,속초시  시민중심원탁회의 제 차 자문회의 개최,0, 시민중심원탁회의 는 당초  월중 개최할 예정이었으나     확산방지를 위해 부득이하게 연기된 이후   월부터 생활 속 거리두기로 방역지침이 전환됨에 따라 발열체크  손소독제 비치  마스크 착용 등 방역에  ,1
37,여수시  학생 가정  제 차 농산물 꾸러미  포인트 지원,0,한편 여수시는     사태로 어린이집 휴원과 개학연기가 장기화됨에 따라 지난  월부터  월까지  억  천만 원을 긴급 투입해 어린이집 유치원  초 중 고 특수 교 학생 가정에 친환경농산물과 수산물 꾸러미를  ,1
38,평택시 바르게살기 세교동 위원회  현충일 맞아 태극기달기운동 전개,0,강경화 위원장은  월 호국영령의 달을 맞아 순국선열들을 기리는 가장 첫걸음은 태극기 게양이라 생각 한다 며    로 인해 외출이 어려운 만큼  태극기 게양을 통해 순국선열에 대한 감사한 마음을 되새기는 날이  ,1
39,무안군  개학 맞이     예방 캠페인 실시,0,내외뉴스통신    전남 무안군은 지난  일과  일 남악초등학교와 무안초등학교에서 개학맞이     있도록     예방수칙을 적극 홍보했다  이와 더불어 마스크 잘 쓰기  친구들과 떨어져 앉기  창문을 열어  ,1
40, 분에 끝내는 오늘의 축구 이슈   월  일 해축 브리핑,1,그날의 이슈를 정리해 한눈에 볼 수 있게 정리했다       토트넘  하세베  리버풀  베르너  외질 그래픽 황지영  사진 게티이미지코리아     포포투  무단 전재 및 재배포 금지,1
41,올해도 찾아온 폭염 대구 더위 방역 둘 다 잡을까,0,대구에 올해 첫 폭염특보가 내려진 가운데 대구시가 신종    바이러스감염증    방역과 연계한 폭염대책을 마련했다  거리두기를 유지하면서 폭염취약계층 지원을 확대하는 것에 초점을 맞췄는데 냉방이  ,1
42,인하의대  집단 커닝  사태에  학교도 책임있다 는 학생들 항변,1, 주 현장강의를 진행한 시점에서 신종    바이러스 감염증    사태가 확산해 모든 수업을 휴강했다   씨에 따르면 휴강이 이어지던 중  정형외과  관련 과목을 맡은 한 교수가  지금까지 공부를 제대로 했는지  ,1
43,수안  지친 의료진들을 위한 노래 ,1,가수 수안이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,1
44,한우 등심   소비자가격  만 원 첫 돌파,0,    때문에 집에서 식사하는 경우가 늘고 긴급재난지원금을 지급한 효과가 맞물리면서 한우 가격이 날마다 최고가를 경신하고 있습니다  축산물품질평가원 축산유통정보를 보면 어제 일  한우  등급 등심의  ,1
45,해남군  해남읍 도시재생 활성화계획 공청회 개최,0,다양한 의견을 수렴하고  군 의회 의견청취를 거쳐  월경 도시재생 뉴딜사업에 최종 공모할 예정이다  이날 공청회는     감염 예방을 위해 마스크 착용  생활 속 거리두기 등 예방 수칙을 준수한 가운데 진행됐다 ,1
46,수안  지친 의료진들을 위한 노래 ,1,가수 수안이  일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다   뉴스 ,1
47, 뺄수록 잘나가네  당 나트륨 지방 최소화한  로우푸드  인기,0,정식품 관계자는     이후 건강을 챙기는 트렌드에 따라 저당  저염  저지방에 대한 소비자들의 관심이 더욱 높아지고 있다 며  앞으로도 맛은 물론 체계적인 영양설계로 누구나 안심하고 건강하게 즐길 수  ,1
48,예산소방서  손정호 소방본부장 초도 방문,0,방문해     대응 격려 및 직원들의 의견청취와 당면 현안업무 등을 보고 받았다  손 본부장은 예산소방서  년 주요 및 당면 현안업무 등을 보고 받고 각 과와  안전센터를 순회하며    의 어려운 상황  ,1
49,경북교육청  고 학생  분기 학비 전액 반환   분기는 면제,0,경북교육청은    로 경제적 어려움을 겪고 있는 학부모의 교육비 부담을 덜어주기 위해 미리 납부한  임종식 교육감은  학비 반환을 통해     장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
50,마이다스에셋   아시아 리더스 테크 성장주 목표전환형 펀드  기준가 달성,0,오남훈 주식운용 본부장은  테크 업종 내에서도    와 미중 무역분쟁으로 일부 수혜를 입는 기업들이 있었다 며  기본적으로   전기차  자동화 로봇 등의 주요 테마에 집중하여 목표 성과를 달성할 수  ,1
51,신한카드  구독경제 주목  딥원스카드  새 광고 시작,0,올  월에 출시된 딥원스카드는 구독 경제에 특화한 상품으로     등의 영향으로 사회적 거리 두기를 일상화한 언택트 시대에 더욱 주목 받고 있다  이번 광고에서 신한카드는 매달 비용을 내고 필요한 물건과  ,1
52,세종시 아동청소년과  농촌 일손돕기 앞장,0, 중부매일 홍종윤 기자  세종시 아동청소년과 직원들이     장기화로 농번기 일손 부족 현상을  김종락 아동청소년과장은    와 농번기가 겹치면서 일손부족으로 어려움을 겪고 있는 농가에 조금이나마  ,1
53, 제 기 스타기업  지정 강소기업 성장 지원,0,김용찬 행정부지사는    로 국내외 경제여건이 어려운 상황이지만 충남을 빛낼 스타기업으로 선정된 것에 자긍심을 갖고 지역경제 활성화를 위해 함께 노력해 달라 고 기업인들에게 당부하며  충남스타기업이  ,1
54, 캐피탈  한국 과  월 쉐보레 콤보 할부,1, 선수금  만원 기준  또 쉐보레는  월에 이어  월에도    로 인한 어려움 속에서도 수고하고 있는 이들을 격려하기 위해  우리들의 히어로 여러분을 쉐보레가 응원합니다              ,1
55,인테리어 공사 불만족   안심 인테리어플랫폼  뚝딱 이 해결사로 나선다   ,0,    이후 집에 있는 시간이 늘어나면서 집을 휴식공간  홈엔터테인먼트 공간  나만의 공간으로 꾸미려는 인테리어 수요가 증가하고  인테리어 시공 결과에 대해 불만을 표시하는 소비자도 덩달아 증가하고 있다  ,1
56, 의료진 힘내세요 ,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들이 가수 수안의 공연을 보고 있다   뉴스 ,1
57, 무궁화  동두천시자원봉사센터 이동세탁차량 세제지원 협약,0,이날 행사에 참여한 최용덕 시장은  무궁화는 지난  일     극복을 위한 나눔키트 세제  비누  전달에 이어  이동세탁차량 운영사업에도 세제 및 섬유유연제를 지원해주셔서 다시 한 번 감사드린다 며  관내에  ,1
58,  경남 김해에 제 데이터센터   건립,0, 은 자체 보유한 통합 클라우드 서비스  의 사업 확대와 더불어  포스트     시대로 본격화된 디지털 전환으로 클라우드 수요 급증이 예상됨에 따라  의 데이터 수용 능력을 넘어선 새로운  데이터  ,1
59,농어촌   억 상생펀드 조성해 중소기업과 동반성장,0,광주전남 지역 소재 중소기업과 일자리창출기업은 최대  억 원  창업기업과     피해 중소기업은 최대  이번 상생펀드를 통한 대출금리 우대는 실질적인 이자 부담 완화로    로 경영의 어려움을 겪고 있는  ,1
60, 학원도  코드 도입 학원법 개정도 추진,0,최근 학원을 통한     감염 사례가 이어지자 교육부는 방역수칙을 위반하는 학원을 처벌하기 위해  올  월 이후 전국  개 학원에서 학생과 강사 등  명이    에 감염됐습니다   유은혜   부총리 겸 교육부  ,1
61, 중고  겹친 시위  진정세 향후  주일 중대고비,0,미 언론은 이번 사태와 관련해  사실상 무정부  등의 표현으로 규정하며  인종차별에     사태 등 네가지  주방위군의 경우     지원에 투입한 병력까지 합치면  만 명쯤으로 미국 내 각종 사태에 동원된 규모로는  ,1
62,한국판 뉴딜에  조 투자   디지털 그린 산업 신진대사 촉진 ,1,    경제 위기 극복의 해법치고는 비중이 크지 않은데  정부는  년까지  배에 달하는  조 원을  산업의 신진대사를 촉진하는 것이     위기를 기회로 살리는 방향이라고 보고 있습니다    신호입니다 ,1
63, 디지털 적응은 생존 문제 단절 극복할 포용이 핵심 ,0,    확산으로 온라인 수업과 같은 비대면 활동이 늘면서 디지털 환경 적응이 현대 생활의 필수 요소가  포스트     시대에 대비한 디지털 환경 토론회에 이혜리 기자가 다녀왔습니다   기자  사상 초유의 온라인  ,1
64, 석남역 메트로시티  홍보관 오픈  인천 서북권 교통망 품은 대단지 아파트,0,한편  석남역 메트로시티 홍보관은 인천광역시 서구 가좌동에 위치해 있으며     예방과 방문객 편의  방문자 간 접촉 최소화를 위해 사전 방문 예약제를 실시하고 있다 ,1
65,  트럼프 복용 말라리아약의     치료제 실험 재개,0,세계보건기구   는 도널드 트럼프 미국 대통령이     예방 차원에서 복용하고 있다고 밝힌 말라리아  앞서 테워드로스 사무총장은 지난달  일     치료제의 효능과 안전성을 실험하는  의  연대 실험 에서  ,1
66,설계사 만족도 높은  대리점  원금융서비스 ,0, 원금융서비스  소비자의 만족도를 위한 서비스 제공  신뢰도 높아 입사 희망자 수 증가 요즘    로  또한    로 인해 해외여행이 중단된 지금  직원 복지 차원에서 양평에 별장 원금융빌리지 을 마련해  ,1
67,소모임에도 방역관리자 운영 사각지대 없앤다,1,방역 당국의 손길이 미치지 않는 곳까지     관리를 강화하기 위해서입니다  김학무 기자의 보도입니다   기자  최근     확진자가 속출하는 곳은 물류센터 등 다중이용시설과 종교 소모임  이에 따라 정부는  ,1
68,의료진의 미소,1, 일 오후 서울 중랑구 서울의료원에서 열린  서울의료원 잠시멈춤 콘서트 에서 신종    바이러스 감염증    환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다   뉴스 ,1
69,유럽 각국  국경 속속 재개방 유럽 지역 관광객 입국 허용,0,유럽 각국이     확산을 막기 위해 닫았던 역내 국경을 속속 다시 열고 있습니다     의 최대 피해국 가운데 하나인 이탈리아는 현지시간  일부터 국경을 열고 유럽 지역의 관광객 입국을 허용했습니다  ,1
70, 여시아문  손,1,    확산을 막기 위해 무료 급식소가 모두 문을 닫았다  그가 허기를 해결하던 곳을 잃어버린 것이다  노숙인들에게는    보다 더 무서운 것이 굶주림일 지도 모른다  바이러스가 우리들 서로의 손을 멀어지게 할  ,1
71,    방역지침 딥러닝  수어 통역 기술로 제작,0,아직 기술이 완성되지는 않았는데  우선 이 기술을 활용해     생활방역 지침을 수어 애니메이션으로 제작해 공개했습니다  이정우 기자입니다   기자      이후 감염자 정보와 동선  감염병 예방을 위한 정부  ,1
72,여수시      극복 문화예술단체에  만원 지원,0,여수시가    의 장기화로 각종 문화행사가 취소 연기되어 경제적으로 어려움을 겪고 있는 지역의  권오봉 여수시장은    로 어려움을 겪고 있는 여수 지역의 문화예술단체에 재정적 지원을 통해  ,1
73,봉화군  안전한 축산물 생산 위한   교육 실시,0,특히 이번 교육은       확산을 방지하기 위해 사전에 교육 참석여부를 확인하였고  마스크 착용 등 개인 위생수칙 준수  교육장 소독  교육자 간 거리두기 등 교육시설 감염병 예방수칙에 따라 교육을  ,1
74,김용범 기재  차관  월 경상수지 적자  일시적 요인 월 흑자 ,1,이어  또 다른 일시적 요인은 신종    바이러스 감염증   으로 인한 세계 경제 부진과 이에 따른 수출 부진 영향 이라며  통상 상품수지가 흑자를 기록하며 소득수지 적자 폭을 메꿨지만 올  월은 무역수지  ,1
75,경주시  유원시설 야영장 사회적 거리두기 점검,1,경주시는      사회적 거리두기 에서  생활 속 거리두기 로 전환된 이후 관내 야영장 및  안내함으로써     예방 및 조기 종식에 최선을 다하고 있다    경주 유원시설 및 야영장 사회적거리두기 점검 모습  ,1
76,영양군  외국인 계절근로사업 추진 위한 농가설명회 개최,0,  영양군청 전경  영양군 이날 설명회에서는 올해 상반기    의 전 세계적 확산으로 인해 중지되었던 외국인 계절근로사업의 추진일정 및 도입 인원  그리고     상황에 대한 대응방안 등을 설명했다  ,1
77,경주시  경희학교 기숙사 고등학교     진단검사,1,대상으로     진단검사를 실시했다고  일 밝혔다    경주시  경희학교 및 기숙사 고등학교     진단검사 모습   경주시 제공 경주시보건소와 경주교육지원청은 지난달  일부터  일까지 관내  개교  학생  ,1
78,고삐 풀린 광교 집값  무섭네 강남 집값  턱밑  추격,1, 억이 넘는 초고가 아파트값이 정부의 부동산 규제와    에 따른 거래 침체 분위기를 뚫고 무섭게 오르고 있다  최근  억원을 넘어  억원에 실거래되는 단지들이 속속 나오면서 강남 일대 아파트 단지의  ,1
79,경북교육청   분기 학비 학부모들에 반환,0,경북교육청 교육감 임종식 은 지난  월  일까지    로 경제적 어려움을 겪고 있는 학부모의 교육비  임종식 교육감은 학비 반환을 통해     장기화로 어려움을 겪고 있는 학부모의 교육비 부담을  ,1
80,전주비전대학교  혁신지원사업 유형  평가 최우수  등급  획득,0,및      로 인해 침체된 지역사회 발전에 기여할 수 있도록 더욱 노력할 것 이라고 말했다  포스트    를 대비한 비대면  온라인 수업을 위한 인프라 구축 및 콘텐츠 개발  취업률 향상을 위한 프로그램  ,1
81, 더프레시  계육 농가 돕기 나섰다 생닭  마리  만원  계육 프로모션  실 ,0,닭고기 가격이     이후에도 하락하는 것은 한우와 돼지고기는 쉽게 구워 먹을 수 있는 반면 닭고기는 복잡한 요리과정을 거쳐야 하는 불편함이 있기 때문으로 분석된다 ,1
82,롯데관광개발  제주 드림타워 신규 채용 박차   그랜드하얏트 로 운영 예정,0,김진희 롯데관광개발 인사총괄 상무는     확산을 우려해 화상면접으로만 채용이 이루어지면서 채용 과정에 애로가 적지 않았다 며  이번 면접으로 개장을 앞둔 제주 드림타워 복합리조트 신규 채용에 만전을  ,1
83,교육부  수도권 지역 대상 학교 밀집도 최소화 조치 시행,1,박백범 교육부 차관이  일  수도권 지역 대상  강화된 학교 밀집도 최소화 조치 시행  브리핑을 하고 있다 사진 교육부  교육부 유은혜 부총리 겸 교육부장관 는 최근 수도권 서울  경기  인천  지역     확진자 증가에  ,1
84,교보생명  베테랑 재무설계 매니저  이제 온라인서 만나요 ,0,포스트     시대를 앞두고 비대면 영업환경에 적극적으로 대응하면서  온라인을 통해 고객에게        사태로 대면 상담을 꺼리는 고객이나  원거리에 있어 다이렉트 지점 방문이 어려운 고객 등 누구나 이용할  ,1
